algorithm,function,dim,min,max,median,mean,std,ranking
0_random_search_sol_0.py,1,10,2423.6634199070327,7986.116538522073,6165.73619501794,5742.4804508228835,1438.5074713701858,5.0
1_ctxt1_sol_2.py,1,10,44.98408243399148,156.5488005028997,96.31950425041023,98.36278053972889,27.547451071215807,4.0
2_ctxt1_sol_3.py,1,10,13971.980693531596,39149.773570893696,26867.68073840224,26958.003274371284,5360.252334011255,6.0
3_ctxt1_sol_0.py,1,10,6.0099314226163,40.87480576789135,16.620860606680438,18.845577537989804,9.11461156840564,3.0
4_ctxt1_sol_3.py,1,10,6.482630322411397e-25,25570.691273366,1.4019361556415128e-21,1921.121004739249,4840.448421342136,2.0
5_ctxt1_sol_3.py,1,10,0.0,0.0,0.0,0.0,0.0,1.0
0_random_search_sol_0.py,2,10,53.90823586392323,230.70056221643736,179.02805821153305,176.34440412353194,37.09111628231727,5.0
1_ctxt1_sol_2.py,2,10,0.4250038332037635,9.120508309316016,0.7071463393111108,2.0257432611912467,2.4423534817972707,1.5
2_ctxt1_sol_3.py,2,10,221.2483347462133,866.9000971935907,433.18415614146113,461.49175138904826,161.9300482943912,6.0
3_ctxt1_sol_0.py,2,10,0.07033703736453813,87.77436117480622,6.705288609014191,18.318840168239262,28.538041945339394,3.0
4_ctxt1_sol_3.py,2,10,6.323715936088226,121.56849084752868,37.4105751067714,41.916783301036126,33.18932116715943,4.0
5_ctxt1_sol_3.py,2,10,0.02541354375906583,4.113084892102766,4.021967534010633,2.320945128964358,1.9754083750479772,1.5
0_random_search_sol_0.py,3,10,22.6175842736064,43.83214389215762,34.435285733124005,33.639369096451254,5.191337150796913,5.0
1_ctxt1_sol_2.py,3,10,0.568083461081638,1.3504981678882952,1.0535648633603485,1.0398998765446066,0.1832291776492891,2.0
2_ctxt1_sol_3.py,3,10,39.011573912659415,69.21113144622296,58.00484175618524,57.353196789267066,5.935760438785614,6.0
3_ctxt1_sol_0.py,3,10,0.2460798950333843,57.33864748728922,0.9768995821720166,7.169083085363318,13.061589265535474,3.0
4_ctxt1_sol_3.py,3,10,0.0,15.66352354459458,2.842578087792959,4.198341852710737,4.43590469616324,4.0
5_ctxt1_sol_3.py,3,10,0.0001746437887418761,2.0697160797464913,0.03538242714447424,0.15365154899927205,0.38287926181169063,1.0
0_random_search_sol_0.py,4,10,35.059052617359804,65.58474271840541,53.854995600853854,53.04885020299901,5.998387365826711,4.0
1_ctxt1_sol_2.py,4,10,1.3730662084642464,5.608747534297537,3.9193270327271303,3.6918854140996347,1.1259825120728904,1.0
2_ctxt1_sol_3.py,4,10,68.63829368055936,101.85471952248943,90.31246624529406,88.33856619064052,8.037002117395074,5.5
3_ctxt1_sol_0.py,4,10,31.93877168969519,131.6509271278722,88.87485256738219,83.52431194628522,27.417462076997186,5.5
4_ctxt1_sol_3.py,4,10,4.974795285466451,43.90996008110331,22.88402554460262,22.53500099753807,9.718548859702057,3.0
5_ctxt1_sol_3.py,4,10,3.979836228373161,14.924370742942134,10.447062542750938,10.546557268425337,2.7016936416439705,2.0
0_random_search_sol_0.py,5,10,259.67623441996017,919.5262831569124,585.7951069143426,628.003311772267,142.15619911912304,5.0
1_ctxt1_sol_2.py,5,10,0.34063467913560136,1.0163494125438177,0.6820377418592385,0.6893006264043433,0.17310361204648367,2.0
2_ctxt1_sol_3.py,5,10,1042.9418248663833,2639.6756376573276,2204.862318997588,2155.78842066705,341.247069793804,6.0
3_ctxt1_sol_0.py,5,10,0.32537946331047063,3592.420958470426,4.0230269097391105,569.7010012817816,1167.5959670377322,3.5
4_ctxt1_sol_3.py,5,10,1.4997597826618576e-32,342.4843448450507,8.780943845644924e-24,28.861404194312573,87.55762993162212,1.0
5_ctxt1_sol_3.py,5,10,1.4997597826618576e-32,454.59137168957227,3.5345417609347245,35.54744477133466,97.46429327079119,3.5
0_random_search_sol_0.py,6,10,80186.70629980114,15919917.94226459,4506403.492713691,4833790.037274649,3365540.231131914,5.0
1_ctxt1_sol_2.py,6,10,60.561203542386934,3358.6722811538284,220.8895477247044,520.0231119844647,725.7400835821888,1.0
2_ctxt1_sol_3.py,6,10,222980.84811606788,262865579.45877063,17362777.488526627,34025344.328767076,48935729.5626744,6.0
3_ctxt1_sol_0.py,6,10,120.17256988866026,6756.997921384424,2076.2820617118578,2535.890561112106,1892.7608763010442,2.5
4_ctxt1_sol_3.py,6,10,36.63133209560649,6527.7698110996025,3596.3723969572043,3812.091568794992,1984.2799249468999,4.0
5_ctxt1_sol_3.py,6,10,39.64083557435916,4808.6882004143345,1349.0073373328164,1801.602598282238,1595.9908265384452,2.5
0_random_search_sol_0.py,7,10,56.348325333256014,79.96340801995763,67.81979801296197,67.55497526231237,6.607553489442999,5.0
1_ctxt1_sol_2.py,7,10,4.263519406965118,127.03308034340573,6.514365724594864,10.371534938745466,21.696728707756396,1.0
2_ctxt1_sol_3.py,7,10,55.599294812071996,229.50494893618094,115.37439082862576,123.16538727087324,42.13000981711911,6.0
3_ctxt1_sol_0.py,7,10,0.5159654039391594,143.13934979672302,20.854396705501944,45.479330596680505,47.60560080695232,3.0
